product_hs92_code,product_name_short,product_name,export_rca,density,pci,cog,export_value,efficiency
4014,Rubber hygenic or pharmeceutical items,"Hygienic or pharmaceutical articles (including nursing nipples), of vulcanized rubber other than hard rubber, with or without fittings of hard rubber",0.350685,0.19599999999999995,-0.041,0.533,5742760,-0.05093167701863354
7106,Silver,"Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form",0.403235,0.18300000000000005,-0.061,0.346,127508105,-0.0745721271393643
4823,Other paper cut to size,"Other paper, paperboard, cellulose wadding and webs of cellulose fibers, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers",0.952814,0.18799999999999994,-0.062,0.608,155093284,-0.07626076260762607
3402,Cleaning products,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401",0.664749,0.18400000000000005,-0.08,0.458,343037721,-0.09791921664626684
8215,Cutlery,"Spoons, forks, ladles,skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware;and base metal parts thereof",0.681445,0.18899999999999995,-0.084,0.001,25559113,-0.10344827586206896
3923,Packing lids,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics",0.417055,0.19099999999999995,-0.102,0.416,325494567,-0.1259259259259259
9606,Buttons,"Buttons, press-fasteners, snap-fasteners and press-studs, button molds and other parts of these articles; button blanks",0.346395,0.18500000000000005,-0.121,0.616,6477341,-0.1482843137254902
5908,Textile wicks,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",0.300504,0.19799999999999995,-0.128,0.003,171618,-0.15940224159402241
4804,Uncoated kraft paper and paperboard,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803",0.380424,0.18200000000000005,-0.146,0.374,61962667,-0.17826617826617827
5601,Wadding of textile materials,"Wadding of textile materials and articles thereof; textile fibers, not exceeding 5 mm in length (flock), textile dust and mill neps",0.965768,0.20699999999999996,-0.151,0.366,37653993,-0.190176322418136
2807,"Sulfiric acid, oleum",Sulfuric acid; oleum,0.400699,0.19499999999999995,-0.159,0.45,6555671,-0.19727047146401985
6303,Curtains,Curtains (including drapes) and interior blinds; curtain or bed valances,0.297555,0.18999999999999995,-0.167,0.472,19338314,-0.2059186189889026
6308,Needlecraft sets of woven fabric and yarn,"Needlecraft sets of woven fabric & yarn, retail pack",0.225648,0.19499999999999995,-0.205,0.002,208518,-0.25434243176178656
4818,Toilet paper,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths",0.667379,0.19799999999999995,-0.215,0.334,256441091,-0.2677459526774595
2839,Silicates,Silicates; commercial alkali metal silicates,0.728604,0.20799999999999996,-0.215,0.253,7306971,-0.27112232030264816
5804,Lace and net fabrics,"Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 6002 to 6006",0.317681,0.20699999999999996,-0.251,0.002,5194169,-0.3161209068010075
6911,Porcelain or china household articles,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china",0.539617,0.18899999999999995,-0.281,0.001,56027467,-0.3460591133004926
1901,Malt extract,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40 percent by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of go",0.550281,0.19699999999999995,-0.296,0.341,165122017,-0.36815920398009944
5516,Woven fabrics of artificial staple fibers,Woven fabrics of artificial staple fibers,0.428173,0.18500000000000005,-0.301,0.002,21555850,-0.36887254901960786
2514,Slate,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",0.378901,0.18300000000000005,-0.307,0.002,267921,-0.3753056234718827
2309,Animal feed,Preparations of a kind used in animal feeding,0.209252,0.19199999999999995,-0.311,0.424,109850791,-0.38442521631644
8544,Insulated electrical wire,"Insulated(including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with el",0.861597,0.21899999999999997,-0.302,0.219,1632832637,-0.38618925831202044
0403,Fermented milk products,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa",0.351252,0.19499999999999995,-0.344,0.34,22309604,-0.42679900744416865
2103,Sauces and seasonings,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard,0.99061,0.20299999999999996,-0.347,0.198,223477538,-0.4348370927318295
2620,"Slag, ash and residues containing metals","Slag, ash and residues (other than from the manufacture of iron or steel), containing arsenic, metals or their compounds",0.524177,0.18600000000000005,-0.359,0.32,55088989,-0.4404907975460123
2712,Petroleum jelly,"Petroleum jelly; paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes and similar products obtained by synthesis or by other processes, whether or not colored",0.381544,0.19099999999999995,-0.363,0.473,16490299,-0.44814814814814813
4013,Rubber inner tubes,"Inner tubes, of rubber",0.9266,0.21599999999999997,-0.396,0.425,12631051,-0.5044585987261146
6910,"Ceramic sinks, washbasins, and similar sanitary fixtures","Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet bowls, flush tanks, urinals and similar sanitary fixtures",0.328153,0.20099999999999996,-0.414,0.289,38627944,-0.5175
3924,Plastic household articles,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",0.326237,0.19199999999999995,-0.424,0.198,98059540,-0.5241038318912237
4819,Cardboard packing containers,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like",0.412518,0.20699999999999996,-0.446,0.275,148403841,-0.561712846347607
5505,Waste of man-made fibers,"Waste (including noils, yarn waste and garnetted stock) of man-made fibers",0.980843,0.20899999999999996,-0.467,0.39,2374832,-0.5896464646464646
4417,Wooden tools,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",0.820467,0.21199999999999997,-0.468,0.363,3798049,-0.5931558935361216
5512,Woven fabrics of > 85% synthetic staple fibers,"Woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of synthetic staple fibers",0.348791,0.18400000000000005,-0.488,0.534,12616440,-0.5973072215422277
5401,Synthetic sowing thread,"Sewing thread of man-made filaments, whether or not put up for retail sale",0.308938,0.20099999999999996,-0.479,0.455,4415384,-0.5987499999999999
2403,Other manufactured tobacco,Other manufactured tobacco and manufactured tobacco substitutes; homogenized or reconstituted tobacco; tobacco extracts and essences,0.991284,0.20299999999999996,-0.496,0.332,134616206,-0.6215538847117794
6801,"Flagstones, of natural stone","Setts, curbstones and flagstones, of natural stone (except slate)",0.680067,0.20599999999999996,-0.557,0.301,4480152,-0.7006289308176101
2201,Waters,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored; ice and snow",0.327864,0.19699999999999995,-0.573,0.185,18176064,-0.712686567164179
6809,Plaster articles,Articles of plaster or of compositions based on plaster,0.271733,0.19899999999999995,-0.576,0.221,9254934,-0.7182044887780548
1704,Confectionery sugar,"Sugar confectionery (including white chocolate), not containing cocoa",0.833269,0.20199999999999996,-0.581,0.154,164711290,-0.7271589486858573
5207,Cotton yarn for retail sale,Cotton yarn (other than sewing thread) put up for retail sale,0.383166,0.19199999999999995,-0.594,0.269,1616509,-0.734239802224969
3915,Plastic waste,"Waste, parings and scrap, of plastics",0.98428,0.20099999999999996,-0.619,0.339,33201197,-0.7737499999999999
2809,Phosphoric acid etc.,"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined",0.456699,0.18899999999999995,-0.636,0.219,29211956,-0.7832512315270935
0811,"Fruits and nuts, frozen","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",0.262454,0.22699999999999998,-0.629,0.065,21978930,-0.8126614987080103
7306,"Other tubes, pipes and hollow profiles of iron or steel","Other tubes, pipes and hollow profiles (for example, open seamed or welded, riveted or similarly closed), of iron or steel",0.251,0.21999999999999997,-0.653,0.089,81183315,-0.8361075544174136
2007,"Jams, jellies and marmalades","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter",0.362732,0.21299999999999997,-0.666,0.111,18398679,-0.8451776649746193
4004,Scrap of rubber,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom",0.245134,0.19799999999999995,-0.697,0.217,849455,-0.8679950186799501
6002,Other knitted fabrics,"Knitted or crocheted fabrics of a width not exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001",0.324539,0.22999999999999998,-0.675,0.111,114378913,-0.8754863813229572
4202,Trunks or cases,"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and",0.975226,0.20699999999999996,-0.705,0.418,996746393,-0.8879093198992443
2710,"Petroleum oils, refined","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 percent or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils:",0.460628,0.21799999999999997,-0.698,0.125,4352453470,-0.8914431673052362
5508,Synthetic staple fibers sewing thread,"Sewing thread of man-made staple fibers, whether or not put up for retail sale",0.819069,0.21499999999999997,-0.706,0.139,6063855,-0.8982188295165393
2714,"Bitumen and asphalt, natural","Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",0.955065,0.22399999999999998,-0.7,0.1,5493520,-0.9009009009009008
2202,"Waters, flavored or sweetened","Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored, and other nonalcoholic beverages, not including fruit or vegetable juices of heading 2009",0.315129,0.20999999999999996,-0.719,0.15,101030237,-0.9089759797724398
6202,"Womens overcoats, not knit","Women's or girls' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6204",0.855071,0.21299999999999997,-0.751,0.308,214776147,-0.9530456852791878
7605,Aluminum wire,Aluminum wire,0.490865,0.19899999999999995,-0.773,0.193,30371791,-0.9638403990024937
7614,"Aluminum wire, not insulated","Stranded wire, cables, plaited bands and the like,including slings and similar articles, of aluminum, not electrically insulated",0.479417,0.18899999999999995,-0.791,0.37,13740683,-0.9741379310344828
2009,Fruit juices,"Fruit juices (including grape must) and vegetable juices, not fortified with vitamins or minerals, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter",0.382555,0.22299999999999998,-0.77,-0.102,76852159,-0.9897172236503856
0506,"Bones, simply prepared","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products",0.247312,0.19999999999999996,-0.795,0.293,1095114,-0.9925093632958801
