product_hs92_code,product_name_short,product_name,export_rca,density,pci,cog,export_value,efficiency
8538,Parts for electrical apparatus,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",0.353483,0.16300000000000003,1.083,1.21,179083953,1.29236276849642
8443,Printers and copiers,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",0.513726,0.17500000000000004,1.062,1.029,256873877,1.2857142857142858
7315,Chain of iron or steel,"Chain and parts thereof, of iron or steel",0.29701,0.14500000000000002,1.076,1.12,21298385,1.2570093457943927
8421,Centrifuges,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof",0.257905,0.14700000000000002,1.071,1.16,277033160,1.2540983606557377
9402,"Medical, dental or veterinary furniture","Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating mo",0.348006,0.14800000000000002,1.056,1.192,20753176,1.2379835873388043
8526,Radar,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",0.272355,0.15700000000000003,1.041,1.096,67679185,1.2334123222748814
8504,Electrical transformers,"Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof",0.335353,0.17100000000000004,0.997,1.053,570197452,1.2012048192771085
2925,Carboxyimide-function compounds,Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds,0.98491,0.14600000000000002,1.017,1.245,24824393,1.1894736842105262
8476,Automatic goods-vending machines,"Automatic goods-vending machines (for example, postage stamp, cigarette, food or beverage machines), including money-changing machines; parts thereof",0.951322,0.14800000000000002,1.014,1.141,20873546,1.1887456037514654
4010,Conveyor belts of vulcanized rubber,"Conveyor or transmission belts or belting, of vulcanized rubber",0.795104,0.16400000000000003,0.987,1.105,63283377,1.1792114695340503
8708,Parts of motor vehicles,Parts and accessories of the motor vehicles of headings 8701 to 8705,0.371217,0.16100000000000003,0.986,1.092,1963318899,1.1738095238095239
3815,Catalytic preparations,"Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included",0.349247,0.14100000000000001,1.001,1.101,116060792,1.163953488372093
8424,Sprays and powder dispersers,"Mechanical appliances (whether or not hand operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machi",0.351885,0.14700000000000002,0.993,1.13,99070645,1.1627634660421546
8703,Cars,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702),including station wagons and racing cars",0.502667,0.15600000000000003,0.982,0.932,5707351470,1.162130177514793
8501,Electric motors and generators,Electric motors and generators (excluding generating sets),0.305876,0.16600000000000004,0.955,1.142,244298790,1.1437125748502994
8521,Video recording apparatus,"Video recording or reproducing apparatus, whether or not incorporating a video tuner",0.282075,0.17400000000000004,0.931,1.013,145116734,1.1257557436517533
8423,Weighing machinery,"Weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight-operated counting or checking machines; weighing machine weights of all kinds; parts of weighing machinery",0.456806,0.14400000000000002,0.959,1.048,25855538,1.11901983663944
2813,Sulfides of nonmetals,Sulfides of nonmetals; commercial phosphorus trisulfide,0.498817,0.14300000000000002,0.957,1.026,1252251,1.1153846153846154
3505,Dextrins and other modified starches,"Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches",0.354767,0.16000000000000003,0.926,0.948,21640046,1.1010701545778836
4016,Other articles of vulcanized rubber,Other articles of vulcanized rubber other than hard rubber,0.316757,0.16500000000000004,0.919,1.026,116444892,1.0992822966507179
7607,Aluminum foil < 0.2 mm,"Aluminum foil (whether or not printed, or backed with paper, paperboard, plastics or similar backing materials) of a thickness(excluding any backing) not exceeding 0.2 mm",0.307995,0.16200000000000003,0.919,1.073,54177189,1.095351609058403
7508,Other articles of nickel,Other articles of nickel,0.311909,0.11099999999999999,0.964,0.886,11618290,1.0831460674157303
8539,Electrical filament,"Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof",0.553394,0.16500000000000004,0.899,1.141,49309594,1.0753588516746413
8537,Electrical boards,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.281589,0.17800000000000005,0.868,0.793,298350462,1.054678007290401
2916,Unsaturated acyclic monocarboxylic acids,"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives",0.947,0.16900000000000004,0.874,1.295,98110806,1.0504807692307694
7307,Tube or pipe fittings of iron or steel,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel",0.50998,0.16000000000000003,0.882,1.238,126475693,1.0487514863258027
9014,Navigational instruments,Direction finding compasses; other navigational instruments and appliances; parts and accessories thereof,0.220152,0.15800000000000003,0.878,0.888,17473390,1.0415183867141162
4009,Vulcanized rubber tubes,"Tubes, pipes and hoses, of vulcanized rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges)",0.371036,0.16600000000000004,0.854,1.005,53798218,1.022754491017964
5905,Textile wall coverings,Textile wall coverings:,0.204894,0.14500000000000002,0.863,0.004,338541,1.0081775700934579
8512,Electrical lighting equipment used for motor vehicles,"Electrical lighting or signaling equipment (excluding articles of heading8539), windshield wipers, defrosters and demisters, of a kind used for cycles or motor vehicles;parts thereof",0.622601,0.16700000000000004,0.84,0.994,263371443,1.0071942446043165
